[[ 7.52691016e+03 -1.45357423e+03  1.25636062e+00  1.21798673e+02
   1.23666963e+01 -1.93081623e+02  7.22805110e-02  1.62887064e-01
   3.06083384e+00  8.94681716e-02  6.28615646e-02 -2.42975418e+03
   9.33939409e-01  3.75008915e-01  3.49835434e-01  3.72403337e-01
   1.17462824e-02  3.65262335e+01  6.26758462e-01  2.08426172e-01
   7.22400555e-01  4.16127275e-01  1.04476750e+00  1.06269951e+01
   1.49937278e-01  5.77094872e+00 -3.00295946e+01  1.26732943e+02
   5.56695254e-01  8.36490204e-02  2.57831965e+00  1.90073725e-01
   1.15754544e-01 -2.09400680e+02  5.84421819e-01  3.58621963e-02
   6.27892416e-01  2.33133767e+02  6.01916566e-01  2.82822896e-01
   1.01428668e-01  1.03101891e+00  2.98360199e+01  4.87561280e+01
   5.86271141e-01  1.35556088e+01  8.67094596e-02  1.14977998e+00
   1.23545427e+01  2.37987285e-02  1.14855222e+00  3.08675702e-01
   1.45603185e-01 -2.16330104e+00  4.53030051e+00  6.11998900e-01
   1.75690875e-01  1.03547810e+00  2.21838938e-01  1.46649855e+00
   1.31224325e-01  3.82596221e-01  2.08591924e-01  1.81172816e-01
   6.12818192e-01  4.44926513e+01  2.36042940e+00  1.58768140e-01
   7.60533519e-03  3.41350616e-01  2.30193424e+01  9.30153839e+00
   7.54254887e-01  4.58645421e+01  1.59863723e-01  1.66477391e-01
  -5.75992383e-01  1.55557915e+00  1.09990523e-01 -5.01487951e+02
   8.51306993e+00  5.34278881e+01  1.64145120e-01  5.65318600e-01
   4.49931642e+02  1.06603056e+00  2.95517492e+01  1.12986164e+00
   6.45422168e+00 -3.67790407e+03  3.45370860e-01  5.82942597e-01
  -3.75624813e+01 -2.60444024e+02  1.51847042e+00 -1.11625986e+01
   1.30446675e+01  2.10952565e-01  1.04517652e-02  4.24934315e+00]]
client,geo_value,est_value
"[[ 3.27965937e+03 -1.33910284e+03  4.79492822e+03  1.79250349e+02
  -3.42837857e+03  9.85703235e+03  7.11953282e+02 -1.03052306e+03
   1.73531233e+03  4.94829572e+03 -1.83184520e+02  2.22040315e+03
   8.17112509e+03  2.53073125e+02 -5.88574316e+03 -1.03835505e+02
  -4.31355645e+03  6.77523170e+03 -9.37436178e+02  2.67872167e+03
   5.69347301e+03  6.99495379e+03  3.84684537e+03 -1.31471384e+02
   7.77983041e+03 -9.80995330e+02  3.79753266e+03 -3.33566665e+03
  -8.20862203e+03 -3.20660541e+03  7.73268714e+02  9.80377914e+02
   2.86862220e+03  1.73242437e+03  1.19194194e+03 -1.87084976e+03
   4.04473607e+02 -1.69709814e+04 -3.67663292e+03 -1.11574895e+04
   5.35077621e+03  5.61732896e+03  5.41406336e+00 -8.43193035e+03
   4.27659759e+03 -2.84555742e+03  3.91752514e+03  5.75144272e+03
  -2.11794768e+03 -3.88188985e+03  1.07165646e+04 -1.63907666e+03
   1.12531021e+03  4.42013896e+03 -1.89544126e+03 -5.62558048e+03
   1.43241807e+03 -4.65696037e+03 -2.81546026e+03  7.09969474e+03
   1.38186431e+03  9.32511186e+02 -3.48933696e+03 -6.26524604e+02
  -3.17708246e+03 -7.50064484e+02 -7.06658724e+03  1.23700601e+03
   2.81948154e+03  3.71388875e+03  1.60275248e+04  3.50248037e+03
   1.51977540e+04 -6.40209719e+03 -3.46393159e+03 -6.30709472e+02
  -6.51027576e+03  4.47365130e+03  2.99484261e+03  4.94500002e+03
  -4.74585722e+03  2.95080940e+02 -3.26226604e+03 -8.66859373e+03
  -3.97329343e+03  1.83704085e+04  2.06295390e+03  9.98767001e+02
  -4.72315952e+02  4.29625323e+02 -1.69962052e+04  2.87946779e+03
  -5.34691842e+03  1.46787349e+02  8.68129393e+02  1.66714850e+03
   5.42521194e+03 -2.39422013e+03 -4.78361984e+03  1.67929164e+03]]"
